src,tgt
"And we did side-by-side tests, and here you can see the charcoal briquettes and here the cow dung.","de petites quantités de fumier de vache qui sert habituellement de combustible. Nous avons réalisé des essais comparatifs et vous pouvez voir ici les briquettes de charbon, et là, la bouse de vache,"
And you can see that it's a lot cleaner burning of a cooking fuel.,et on voit bien que les briquettes brûlent beaucoup plus proprement.
"And in fact, it heats the water a lot more quickly.","En réalité, ce combustible permet de faire chauffer l'eau bien plus rapidement."
"And so we were very happy, thus far.",Nous étions donc très satisfaits.
"But one of the things that we found was when we did side-by-side comparisons with wood charcoal, it didn't burn as long. And the briquettes crumbled a little bit and we lost energy as they fell apart as they were cooking.","Cependant, nous avons découvert lors des essais comparatifs avec le charbon de bois, que notre charbon brûlait moins longtemps, et que les briquettes s'effritaient quelque peu, ce qui entraînait une perte d'énergie lors de la cuisson."
So we wanted to try to find a way to make a stronger briquette so that we could compete with wood charcoal in the markets in Haiti.,Nous avons donc tenté de trouver une solution pour fabriquer des briquettes plus solides de façon à rivaliser avec le charbon de bois vendu sur les marchés haïtiens.
"So we went back to MIT, we took out the Instron machine and we figured out what sort of forces you needed in order to compress a briquette to the level that you actually are getting improved performance out of it?","Nous sommes retournés au MIT et, à l'aide de la machine Instron, nous avons déterminé les forces nécessaires pour comprimer une briquette jusqu'à obtenir un meilleur résultat."
"And at the same time that we had students in the lab looking at this, we also had community partners in Haiti working to develop the process, to improve it and make it more accessible to people in the villages there.","Et pendant ce temps, des étudiants travaillaient sur ce problème en laboratoire, nos partenaires locaux travaillaient à Haïti sur le développement du procédé afin de l'améliorer et de faciliter son accès pour les habitants des villages."
"And after some time, we developed a low-cost press that allows you to produce charcoal, which actually now burns not only -- actually, it burns longer, cleaner than wood charcoal.","Et après un certain temps, nous avons développé une presse à faible coût permettant de produire du charbon qui brûle plus longtemps et plus proprement que le charbon de bois."
"So now we're in a situation where we have a product, which is actually better than what you can buy in Haiti in the marketplace, which is a very wonderful place to be.",Nous disposons donc maintenant d'un produit qui est en réalité meilleur que celui que l'on trouve sur le marché haïtien et c'est extrêmement satisfaisant.
"In Haiti alone, about 30 million trees are cut down every year.","Rien qu'à Haïti, près de 30 millions d'arbres sont abattus chaque année."
There's a possibility of this being implemented and saving a good portion of those.,Il est possible que ce procédé soit mis en place et qu'une bonne partie de ces arbres puissent alors être sauvés.
"In addition, the revenue generated from that charcoal is 260 million dollars.","En outre, les recettes obtenues grâce à ce charbon s'élèvent à 260 millions de dollars :"
That's an awful lot for a country like Haiti -- with a population of eight million and an average income of less than 400 dollars.,"il s'agit d'une somme colossale pour un pays comme Haïti, dont la population atteint huit millions de personnes pour un revenu moyen inférieur à 400 dollars."
So this is where we're also moving ahead with our charcoal project.,"Et donc nous avançons avec notre ""projet charbon"","
"And one of the things that I think is also interesting, is I have a friend up at UC Berkeley who's been doing risk analysis.","et un élément que je trouve également intéressant, est que l'un de mes amis de l'université de Berkeley a réalisé une analyse de risque."
And he's looked at the problem of the health impacts of burning wood versus charcoal.,"Il a comparé les problèmes de santé occasionnés par la combustion du bois et celle du charbon,"
"And he's found that worldwide, you could prevent a million deaths switching from wood to charcoal as a cooking fuel.","et il a découvert que dans le monde entier, on peut éviter 1 million de morts en passant du bois au charbon"
"That's remarkable, but up until now, there weren't ways to do it without cutting down trees.","pour cuisiner. C'est impressionnant ! Cependant, c'était jusqu'alors impossible sans abattre d'arbres."
But now we have a way that's using an agricultural waste material to create a cooking fuel.,"Désormais, nous disposons d'une solution qui utilise un déchet agricole pour créer un combustible de cuisine."
"One of the really exciting things, though, is something that came out of the trip that I took to Ghana just last month.","Mais, un autre élément particulièrement intéressant a surgi lorsque je me suis rendue au Ghana le mois dernier,"
"And I think it's the coolest thing, and it's even lower tech than what you just saw, if you can imagine such a thing. Here it is.","et je trouve que c'est vraiment génial. Et c'est encore plus simple que ce que vous venez de voir, imaginez vous. Voilà."
So what is this? This is corncobs turned into charcoal.,Qu'est-ce que c'est ? Des épis de maïs transformés en charbon.
"And the beauty of this is that you don't need to form briquettes -- it comes ready made. This is my $100 laptop, right here.","Et ce qui est merveilleux, c'est qu'il est inutile de façonner des briquettes. Elles se forment naturellement. C'est mon ""PC à 100 dollars"" à moi !"
"And actually, like Nick, I brought samples.","Et, comme Nick , je vous ai apporté des échantillons."
So we can pass these around.,Nous allons les faire circuler.
"They're fully functional, field-tested, ready to roll out.","Ils sont tout à fait utilisables, testés sur le terrain, prêts à être lancés."
"And I think one of the things which is also remarkable about this technology, is that the technology transfer is so easy.","Et l'un des éléments particulièrement intéressants à propos de cette technologie, est que son transfert est particulièrement simple,"
"Compared to the sugarcane charcoal, where we have to teach people how to form it into briquettes and you have the extra step of cooking the binder, this comes pre-briquetted.","par opposition au charbon de canne à sucre, pour lequel nous avons dû former les personnes à la fabrication des briquettes et où il y a une étape supplémentaire pour la cuisson du liant, alors que celles-ci sont déjà pré-formées."
"And this is about the most exciting thing in my life right now, which is perhaps a sad commentary on my life.","Et c'est peut-être la chose la plus intéressante que j'aie jamais faite, ce qui peut paraître une remarque triste sur ma vie."
